# Fiducial parameters, omega_b = 0.02233, omega_cdm = 0.1198, n_s = 0.9652, ln10^{10}A_s = 3.043, tau_reio = 0.06, h = 0.6737
DESI-EUCLID-BAO      0.15         10699.369          3.800038    3.58854172e-06    1.08583772e+02   -7.89589663e-03      8
DESI-EUCLID-BAO      0.25         11307.258         5.6773608    7.45308053e-06    1.07397190e+02   -1.13168187e-02      8
DESI-EUCLID-BAO      0.35         11981.368         7.1653303    1.13232714e-05    1.12029891e+02   -1.42466549e-02      8
DESI-EUCLID-BAO      0.45         12718.477         8.3464874    1.50522617e-05    1.22473067e+02   -1.71743840e-02      8
DESI-EUCLID-BAO      0.55          13515.15         9.2835542    1.88797039e-05    1.37308649e+02   -2.03660369e-02      8
DESI-EUCLID-BAO      0.65         14367.947          10.02499    2.23677110e-05    1.58568948e+02   -2.38220886e-02      8
DESI-EUCLID-BAO      0.75         15273.553         10.608705    2.55193991e-05    1.80640044e+02   -2.71582779e-02      8
DESI-EUCLID-BAO      0.85         16228.853          11.06465    2.78916760e-05    1.79671321e+02   -2.83163113e-02      8
DESI-EUCLID-BAO      0.95         17230.976         11.416667    2.82103081e-05    1.83229271e+02   -2.87581757e-02      8
DESI-EUCLID-BAO      1.05         18277.306         11.683857    2.73442871e-05    1.79879266e+02   -2.80532930e-02      8
DESI-EUCLID-BAO      1.15         19365.478         11.881613    2.52546929e-05    1.73847106e+02   -2.65042043e-02      8
DESI-EUCLID-BAO      1.25         20493.362         12.022393    2.33943500e-05    1.69719080e+02   -2.52046585e-02      8
DESI-EUCLID-BAO      1.35         21659.048          12.11633    2.05802033e-05    1.53584192e+02   -2.24883753e-02      8
DESI-EUCLID-BAO      1.45          22860.82         12.171698    1.69225891e-05    1.33242483e+02   -1.89939266e-02      8
DESI-EUCLID-BAO      1.55         24097.138          12.19528    1.33347611e-05    1.06644495e+02   -1.50841844e-02      8
DESI-EUCLID-BAO      1.65         25366.617         12.192654    9.44405415e-06    7.91429173e+01   -1.09356664e-02      8
DESI-EUCLID-BAO      1.75         26668.008         12.168426    6.22918075e-06    5.35581637e+01   -7.30614516e-03      8
DESI-EUCLID-BAO      1.85         28000.183         12.126407    3.54768252e-06    3.14674102e+01   -4.22632476e-03      8
DESI-EUCLID-BAO      1.95          29362.12         12.069764    1.64420666e-06    1.52934548e+01   -2.00581555e-03      8
DESI-EUCLID-BAO      2.05         30752.891         12.001134    3.08786312e-07    2.94114319e+00   -3.81194912e-04      8
